classnet,classnet_02-26-2014_07-14-21,traingd,31.959,91.4141,90.1692,5,Script4,home-laptop
classnet,classnet_02-26-2014_07-15-14,trainscg,3.931,93.1818,92,1,Script4,home-laptop
classnet,classnet_02-26-2014_07-15-30,traincgf,9.437,92.6768,92,1,Script4,home-laptop
classnet,classnet_02-26-2014_07-16-25,traincgp,54.9253,92.6768,89.2675,7,Script4,home-laptop
classnet,classnet_02-26-2014_07-16-40,traingda,44.3084,91.9192,90.1692,5,Script4,home-laptop
classnet,classnet_02-26-2014_07-17-35,traingdm,111.46,91.9192,89.2675,7,Script4,home-laptop
classnet,classnet_02-26-2014_07-19-11,traingdx,10.4593,91.9192,91.08,3,Script4,home-laptop
classnet,classnet_02-26-2014_07-19-23,trainoss,73.6986,91.9192,89.2675,7,Script4,home-laptop
