rownet,rownet_02-26-2014_11-01-06,trainscg,21.2139,64.5933,60.3612,9,Script4,home-laptop80
rownet,rownet_02-26-2014_11-02-18,trainscg,24.9052,64.5933,60.3612,9,Script4,home-laptop80
